Couple_ID,Particiapnt_ID,ID,Time,Event,IQ,Gender,Pep_Self,Pep_Mate,Pep_P1,Pep_P2,Pep_P3,Pep_P4,Pep_P5,Pep_P6,Pep_P7,Intelligence_Self,Intelligence_Mate,Intelligence_P1,Intelligence_P2,Intelligence_P3,Intelligence_P4,Intelligence_P5,Intelligence_P6,Intelligence_P7,SelfAssured_Self,SelfAssured_Mate,SelfAssured_P1,SelfAssured_P2,SelfAssured_P3,SelfAssured_P4,SelfAssured_P5,SelfAssured_P6,SelfAssured_P7,Sociable_Self,Sociable_Mate,Sociable_P1,Sociable_P2,Sociable_P3,Sociable_P4,Sociable_P5,Sociable_P6,Sociable_P7,Attractive_Self,Attractive_Mate,Attractive_P1,Attractive_P2,Attractive_P3,Attractive_P4,Attractive_P5,Attractive_P6,Attractive_P7,Nervous_Self,Nervous_Mate,Nervous_P1,Nevrous_P2,Nervous_P3,Nervous_P4,Nervous_P5,Nervous_P6,Nervous_P7,Popular_Self,Popular_Mate,Popular_P1,Popular_P2,Popular_P3,Popular_P4,Popular_P5,Popular_P6,Popular_P7,Religious_Self,Religious_Mate,Religious_P1,Religious_P2,Religious_P3,Religious_P4,Religious_P5,Religious_P6,Religious_P7,Punctual_Self,Punctual_Mate,Punctual_P1,Punctual_P2,Punctual_P3,Punctual_P4,Punctual_P5,Punctual_P6,Punctual_P7,Initiative_Self,Initiative_Mate,Initiative_P1,Initiative_P2,Initiative_P3,Initiative_P4,Initiative_P5,Initiative_P6,Initiative_P7,Courtesy_Self,Courtesy_Mate,Courtesy_P1,Courtesy_P2,Courtesy_P3,Courtesy_P4,Courtesy_P5,Courtesy_P6,Courtesy_P7,Jealous_Self,Jealous_Mate,Jealous_P1,Jealous_P2,Jealous_P3,Jealous_P4,Jealous_P5,Jealous_P6,Jealous_P7,Voice_Self,Voice_Mate,Voice_P1,Voice_P2,Voice_P3,Voice_P4,Voice_P5,Voice_P6,Voice_P7,Cooperation_Self,Cooperation_Mate,Cooperation_P1,Cooperation_P2,Cooperation_P3,Cooperation_P4,Cooperation_P5,Cooperation_P6,Cooperation_P7,Culture_Self,Culture_Mate,Culture_P1,Culture_P2,Culture_P3,Culture_P4,Culture_P5,Culture_P6,Culture_P7,Graceful_Self,Graceful_Mate,Graceful_P1,Graceful_P2,Graceful_P3,Graceful_P4,Graceful_P5,Graceful_P6,Graceful_P7,Persistent_Self,Persistent_Mate,Persistent_P1,Persistent_P2,Persistent_P3,Persistent_P4,Persistent_P5,Persistent_P6,Persistent_P7,Generosity_Self,Generosity_Mate,Generosity_P1,Generosity_P2,Generosity_P3,Generosity_P4,Generosity_P5,Generosity_P6,Generosity_P7,Honesty_Self,Honesty_Mate,Honesty_P1,Honesty_P2,Honesty_P3,Honesty_P4,Honesty_P5,Honesty_P6,Honesty_P7,Dress_Self,Dress_Mate,Dress_P1,Dress_P2,Dress_P3,Dress_P4,Dress_P5,Dress_P6,Dress_P7,Patience_Self,Patience_Mate,Patience_P1,Patience_P2,Patience_P3,Patience_P4,Patience_P5,Patience_P6,Patience_P7,CSense_Self,CSense_Mate,CSense_P1,CSense_P2,CSense_P3,CSense_P4,CSense_P5,CSense_P6,CSense_P7,Interests_Self,Interests_Mate,Interests_P1,Interests_P2,Interests_P3,Interests_P4,Interests_P5,Interests_P6,Interests_P7,Disposition_Self,Disposition_Mate,Disposition_P1,Disposition_P2,Disposition_P3,Disposition_P4,Disposition_P5,Disposition_P6,Disposition_P7,Convention_Self,Convention_Mate,Convention_P1,Convention_P2,Convention_P3,Convention_P4,Convention_P5,Convention_P6,Convention_P7,Sport_Self,Sport_Mate,Sport_P1,Sport_P2,Sport_P3,Sport_P4,Sport_P5,Sport_P6,Sport_P7,Quiet_Self,Quiet_Mate,Quiet_P1,Quiet_P2,Quiet_P3,Quiet_P4,Quiet_P5,Quiet_P6,Quiet_P7,Sincere_Self,Sincere_Mate,Sincere_P1,Sincere_P2,Sincere_P3,Sincere_P4,Sincere_P5,Sincere_P6,Sincere_P7,Temper_Self,Temper_Mate,Temper_P1,Temper_P2,Temper_P3,Temper_P4,Temper_P5,Temper_P6,Temper_P7,Entertaining_Self,Entertaining_Mate,Entertaining_P1,Entertaining_P2,Entertaining_P3,Entertaining_P4,Entertaining_P5,Entertaining_P6,Entertaining_P7,Vanity_Self,Vanity_Mate,Vanity_P1,Vanity_P2,Vanity_P3,Vanity_P4,Vanity_P5,Vanity_P6,Vanity_P7,Tact_Self,Tact_Mate,Tact_P1,Tact_P2,Tact_P3,Tact_P4,Tact_P5,Tact_P6,Tact_P7,Tolerant_Self,Tolerant_Mate,Tolerant_P1,Tolerant_P2,Tolerant_P3,Tolerant_P4,Tolerant_P5,Tolerant_P6,Tolerant_P7,Humor_Self,Humor_Mate,Humor_P1,Humor_P2,Humor_P3,Humor_P4,Humor_P5,Humor_P6,Humor_P7,Dependable_Self,Dependable_Mate,Dependable_P1,Dependable_P2,Dependable_P3,Dependable_P4,Dependable_P5,Dependable_P6,Dependable_P7,Unselfish_Self,Unselfish_Mate,Unselfish_P1,Unselfish_P2,Unselfish_P3,Unselfish_P4,Unselfish_P5,Unselfish_P6,Unselfish_P7,C_PEER,C_SELF,A_Peer,A_Self,E_Peer,E_Self,N_Peer,N_Self,O_Peer,O_Self,FatherOccupation,ChildSES,Income,Schooling,OccupationStatus,Earnings,ZC_PEER,ZC_SELF,ZA_Peer,ZA_Self,ZE_Peer,ZE_Self,ZN_Peer,ZN_Self,ZO_Peer,ZO_Self
10,010B,M011,91.42387733,1,107,1,21,11,14,6,16,16,16,999,999,19,18,18,12,14,22,13,999,999,19,15,15,12,17,21,22,999,999,17,15,22,14,17,23,20,999,999,8,8,10,3,10,16,12,999,999,18,11,19,20,16,20,14,999,999,14,12,15,12,12,18,12,999,999,6,12,999,0,8,16,9,999,999,23,14,16,14,18,24,11,999,999,12,12,17,10,17,17,13,999,999,21,16,23,17,14,25,19,999,999,10,12,23,16,22,20,13,999,999,12,12,19,14,12,21,14,999,999,19,12,23,14,17,19,14,999,999,21,20,18,21,18,17,17,999,999,12,12,16,11,12,13,8,999,999,17,13,24,11,14,18,12,999,999,21,18,999,10,12,24,13,999,999,22,23,24,23,17,24,23,999,999,16,12,17,5,14,17,12,999,999,18,12,23,16,16,16,15,999,999,18,24,20,20,15,23,15,999,999,19,21,15,15,15,21,15,999,999,16,13,21,15,16,16,13,999,999,11,16,24,17,12,13,17,999,999,21,12,24,21,15,23,23,999,999,12,21,18,16,12,17,11,999,999,18,24,24,22,16,23,18,999,999,18,15,24,22,18,19,14,999,999,12,12,14,15,12,22,10,999,999,16,24,24,13,12,17,16,999,999,18,23,21,14,14,18,14,999,999,15,12,20,12,12,15,12,999,999,23,19,24,22,18,25,17,999,999,22,24,24,12,19,22,20,999,999,18,14,22,15,18,24,13,999,999,-.064,.331,.292,1.371,.022,.042,.7,2.008,.356,1.724,6,4,3,999,999,999,-.14772772242055,.127127856177228,.428741190549401,.589116415389898,.0638530226582065,.0582508517271562,.702556017143791,.389589531711551,.154767391932211,.616170626053818
12,012B,M012,26.46495071,1,125,1,18,19,15,12,20,11,16,999,999,12,12,12,19,18,12,12,999,999,19,13,17,24,18,11,19,999,999,24,19,19,24,23,12,22,999,999,12,18,12,16,18,21,17,999,999,14,13,20,12,19,20,20,999,999,19,17,19,24,21,15,22,999,999,0,4,3,5,12,9,12,999,999,25,13,13,24,18,22,18,999,999,20,15,5,11,22,12,19,999,999,21,22,19,24,24,20,24,999,999,5,5,19,9,12,13,12,999,999,15,18,12,23,20,20,19,999,999,23,13,17,24,21,22,23,999,999,12,12,12,20,18,12,15,999,999,20,15,13,12,20,18,18,999,999,25,12,9,8,22,17,18,999,999,22,18,16,24,16,15,21,999,999,21,16,18,24,23,15,23,999,999,16,21,15,24,25,23,18,999,999,12,12,12,8,18,22,18,999,999,12,12,10,20,23,12,18,999,999,11,12,12,16,18,12,13,999,999,21,15,16,24,22,19,18,999,999,20,12,12,10,17,10,22,999,999,19,20,18,24,22,24,22,999,999,25,19,16,12,13,21,17,999,999,25,12,19,20,24,18,23,999,999,19,12,20,11,21,19,20,999,999,12,16,12,24,17,17,20,999,999,12,25,21,9,24,12,19,999,999,12,18,12,24,18,12,20,999,999,15,12,12,12,19,12,19,999,999,19,17,18,24,23,19,21,999,999,23,17,12,15,18,16,19,999,999,12,24,16,24,22,12,9,999,999,-.226,1.728,.622,1.059,.866,1.864,.288,1.298,-2.085,-3.621,4,5,9,999,999,999,-.276292426052788,1.22671271034564,.845902981094579,.454173554344264,1.14609315500026,1.21358724107596,.218636757440305,.187645177230705,-1.41478988087254,-1.66591117737728
13,013B,M013,51.24041621,1,110,1,15,20,10,17,20,10,6,999,999,12,22,19,12,16,18,12,999,999,16,24,18,18,20,9,18,999,999,12,24,17,18,22,8,13,999,999,12,12,15,12,12,12,13,999,999,17,14,11,12,20,6,24,999,999,12,24,18,15,17,12,22,999,999,17,12,13,14,12,6,1,999,999,12,12,13,5,6,12,1,999,999,16,16,12,12,20,15,1,999,999,17,24,19,13,20,5,13,999,999,17,11,13,13,7,24,24,999,999,12,24,18,17,23,15,15,999,999,19,24,14,16,8,6,13,999,999,12,18,16,12,16,11,1,999,999,8,11,14,13,12,9,8,999,999,15,24,12,16,23,22,6,999,999,12,24,20,17,22,11,13,999,999,23,24,15,11,25,18,13,999,999,8,12,12,13,18,21,12,999,999,19,20,12,18,0,7,13,999,999,13,24,15,15,22,23,12,999,999,5,24,12,18,17,4,5,999,999,20,24,13,14,21,11,24,999,999,18,11,18,12,22,23,13,999,999,16,24,15,19,23,6,23,999,999,9,12,16,9,21,11,20,999,999,21,24,14,10,24,20,13,999,999,20,24,12,16,17,4,22,999,999,12,24,13,15,21,7,15,999,999,18,12,11,15,12,11,24,999,999,12,24,12,17,19,5,13,999,999,11,10,12,12,17,5,4,999,999,17,24,19,18,20,5,24,999,999,12,12,14,6,12,13,5,999,999,12,24,13,18,22,3,20,999,999,-1.926,-1.113,-.986,-1.892,-.577,-1.581,-.098,2.567,-2.812,-4.374,5,4,5,3,7,6,-1.62542820490961,-1.00945090503908,-1.18681265283465,-.822161006379029,-.704229725295453,-.970898961617028,-.234743908204222,.548585157281682,-1.88224917514908,-1.98740932480172
14,014B,M014,79.29627601,1,125,1,20,23,14,20,13,14,13,999,999,17,20,17,17,18,11,13,999,999,24,24,23,20,21,21,15,999,999,17,15,24,17,15,23,12,999,999,17,19,12,12,11,18,12,999,999,22,24,24,19,22,23,18,999,999,16,18,15,13,13,18,13,999,999,9,16,12,11,14,21,18,999,999,24,23,24,25,23,23,24,999,999,21,22,4,19,19,16,21,999,999,22,20,24,22,24,12,13,999,999,3,10,18,12,24,21,12,999,999,19,22,14,22,12,9,14,999,999,23,17,20,14,12,22,12,999,999,16,14,18,19,20,9,13,999,999,9,12,15,12,5,10,21,999,999,25,24,24,24,24,23,14,999,999,6,10,9,12,2,6,0,999,999,21,18,24,12,14,17,23,999,999,15,20,12,12,11,13,12,999,999,14,23,19,15,13,22,12,999,999,23,23,17,21,19,13,999,999,999,21,16,17,14,9,4,12,999,999,20,23,24,12,14,20,12,999,999,7,8,18,12,22,22,13,999,999,22,23,12,12,12,16,10,999,999,9,12,14,12,15,12,18,999,999,23,23,21,12,14,25,22,999,999,23,23,21,14,22,19,18,999,999,20,15,13,14,12,6,4,999,999,10,6,1,11,2,5,1,999,999,21,8,1,20,11,9,9,999,999,16,8,1,11,8,2,0,999,999,19,18,12,15,20,10,18,999,999,24,21,16,24,6,22,24,999,999,9,24,1,14,9,8,7,999,999,1.886,2.267,-1.127,1.119,-.086,.436,.953,4.929,-1.108,-.078,3,8,9,6,4,8,1.39981037685639,1.65096198478857,-1.36505450879486,.480124104545347,-.0746326814803498,.308087590148357,.999720028563649,1.22040567176585,-.786581173158387,-.153204754635207
15,015B,M015,84.1237678,1,109,1,18,10,19,21,11,12,14,999,999,18,18,19,5,12,19,15,999,999,15,23,14,17,15,15,22,999,999,18,14,12,6,15,15,19,999,999,6,17,9,15,10,12,12,999,999,7,5,12,9,19,20,17,999,999,17,18,13,16,17,18,18,999,999,2,11,15,6,13,3,9,999,999,15,24,18,16,14,24,12,999,999,7,17,14,6,11,20,12,999,999,16,21,14,15,13,20,14,999,999,4,11,12,11,13,19,18,999,999,12,20,17,15,15,12,12,999,999,17,16,16,19,16,16,12,999,999,15,15,9,15,13,12,15,999,999,13,16,12,8,9,13,13,999,999,13,11,15,17,12,12,12,999,999,13,14,12,7,14,13,12,999,999,14,24,16,17,17,18,12,999,999,11,15,10,10,16,16,17,999,999,13,6,12,6,17,16,18,999,999,14,24,17,20,19,15,19,999,999,20,8,17,17,19,13,19,999,999,18,18,12,18,17,16,19,999,999,5,18,16,17,12,15,7,999,999,21,22,19,21,9,22,19,999,999,15,16,10,7,14,16,13,999,999,13,24,12,17,15,15,12,999,999,16,19,15,8,16,17,18,999,999,12,21,15,17,14,14,24,999,999,20,24,15,16,18,12,14,999,999,6,22,10,17,15,13,15,999,999,14,20,12,5,13,12,15,999,999,21,21,16,21,17,22,23,999,999,20,24,17,16,13,16,21,999,999,19,24,13,6,15,17,19,999,999,-1.34,-1.172,-.789,-.9,-.695,.248,-.314,-2.218,-.601,.44,5,5,1,8,4,6,-1.16037316584485,-1.05589006495028,-.937779705145559,-.393111909721114,-.855538179817209,.18887615151083,-.488449151155564,-.812406020451908,-.46058136270693,.0679586455850567
16,016B,M016,80.58598028,1,102,1,22,24,24,20,14,15,18,999,999,20,18,19,9,14,17,15,999,999,17,6,20,12,17,15,20,999,999,20,17,24,12,19,20,19,999,999,13,10,18,12,12,11,15,999,999,23,18,13,17,15,21,22,999,999,24,18,21,12,16,16,14,999,999,4,0,5,12,8,4,17,999,999,23,20,19,24,15,16,15,999,999,17,8,20,18,18,21,16,999,999,23,18,24,17,12,22,14,999,999,23,7,13,16,11,22,15,999,999,20,18,11,12,11,12,13,999,999,22,6,21,19,15,17,14,999,999,21,19,16,12,13,18,15,999,999,20,7,14,12,11,17,18,999,999,16,22,20,21,15,23,16,999,999,22,16,18,18,999,20,12,999,999,19,12,22,24,18,22,14,999,999,18,25,20,12,11,21,18,999,999,3,20,22,12,15,24,18,999,999,20,22,24,24,18,22,19,999,999,22,20,24,1,11,14,16,999,999,24,23,24,18,20,22,19,999,999,20,17,13,12,10,22,12,999,999,23,12,21,25,19,17,15,999,999,10,17,10,20,15,23,10,999,999,19,18,25,24,16,17,16,999,999,24,18,13,22,17,24,20,999,999,20,19,10,12,14,17,15,999,999,15,10,10,22,14,21,15,999,999,21,8,22,21,11,20,9,999,999,19,5,13,18,11,19,17,999,999,22,19,24,24,19,7,18,999,999,14,18,20,24,17,22,13,999,999,19,15,16,24,16,21,17,999,999,.525,-.702,.214,3.038,.39,2.677,1.042,7.116,-.275,1.446,5,6,3,8,3,6,.319708144489255,-.685950994471284,.330139312784177,1.31010920181,.535730236759954,1.72911330284356,1.10425598515008,1.84245116930051,-.250964127584297,.497476754893136
17,017B,M017,79.10186199,1,133,1,18,12,12,12,10,19,17,999,999,15,20,12,18,18,20,19,999,999,20,21,12,13,18,21,20,999,999,16,16,12,14,12,20,20,999,999,14,13,14,19,12,16,16,999,999,16,21,12,11,8,8,15,999,999,18,18,13,13,14,12,18,999,999,12,2,7,4,2,1,3,999,999,23,23,18,24,23,13,22,999,999,14,23,12,11,2,2,20,999,999,21,21,18,18,18,17,14,999,999,20,20,15,13,22,20,22,999,999,13,17,18,19,18,12,15,999,999,22,23,12,20,12,7,20,999,999,15,16,12,15,5,15,16,999,999,15,13,16,16,19,14,13,999,999,18,15,18,12,20,16,14,999,999,16,22,12,12,21,12,19,999,999,16,23,18,16,13,16,14,999,999,19,24,24,16,23,23,22,999,999,14,21,12,12,12,4,10,999,999,18,19,4,12,12,11,13,999,999,15,20,5,21,6,9,17,999,999,15,24,12,11,12,10,16,999,999,15,9,10,11,9,6,4,999,999,20,12,13,15,5,10,16,999,999,11,15,13,12,11,11,11,999,999,14,16,21,20,12,17,20,999,999,14,9,13,12,11,12,14,999,999,13,14,8,16,12,16,15,999,999,9,11,16,13,2,0,12,999,999,13,19,14,17,12,18,17,999,999,17,8,12,15,3,3,14,999,999,19,22,17,22,21,19,23,999,999,13,14,17,22,12,18,22,999,999,18,13,13,16,17,12,19,999,999,-.782,-.508,-.314,.923,-.547,.298,-.78,-.792,-.569,-1.043,5,5,3,5,6,5,-.717539186667137,-.53325273984804,-.337319552088107,.395352307221808,-.665761474145854,.220581321361236,-1.03579472159689,-.406810739480519,-.440005437786917,-.565217652728941
18,018B,M018,81.69496166,1,94,1,12,19,17,13,16,12,8,999,999,13,13,14,12,23,19,15,999,999,12,15,19,19,21,24,11,999,999,21,21,13,19,19,20,18,999,999,12,18,17,15,19,18,15,999,999,13,13,6,10,10,4,9,999,999,12,19,12,12,20,13,13,999,999,12,7,13,8,9,4,4,999,999,22,24,24,15,22,23,22,999,999,12,12,24,14,22,19,7,999,999,21,11,12,15,24,7,10,999,999,12,13,12,13,23,8,19,999,999,13,15,19,12,19,10,14,999,999,19,15,17,13,17,12,5,999,999,20,12,18,8,20,11,11,999,999,12,15,13,13,16,12,8,999,999,13,18,23,12,18,999,8,999,999,14,25,24,20,15,8,18,999,999,20,21,18,12,23,12,15,999,999,20,18,24,13,21,19,25,999,999,8,9,9,10,13,6,4,999,999,19,19,18,15,21,13,18,999,999,12,12,12,12,15,18,9,999,999,19,25,18,24,13,11,11,999,999,17,12,12,11,13,11,7,999,999,18,25,13,16,15,10,19,999,999,13,12,9,11,10,7,13,999,999,20,24,18,15,22,24,10,999,999,11,15,10,12,13,6,7,999,999,18,13,16,13,19,14,16,999,999,13,12,7,12,9,11,18,999,999,18,5,13,9,17,21,6,999,999,14,8,12,9,10,4,7,999,999,12,19,24,14,23,20,20,999,999,18,23,24,12,22,22,21,999,999,20,15,12,17,15,13,17,999,999,-.455,-1.008,-.921,1.437,-.094,-.164,-1.68,-3.493,-.792,-1.456,4,4,3,999,999,999,-.458028951557619,-.926804942485267,-1.10464442136363,.61766202061109,-.0848908817869095,-.0723744480565172,-2.09289990056081,-1.17505257251258,-.583393914573258,-.741550633985637
19,019B,M019,65.64348302,1,135,1,11,18,13,12,3,7,2,999,999,12,18,16,17,13,12,13,999,999,8,19,15,18,3,9,1,999,999,19,24,15,19,15,11,13,999,999,20,17,9,13,15,9,12,999,999,4,20,12,19,19,15,24,999,999,21,23,14,23,1,18,12,999,999,0,12,11,2,10,17,12,999,999,25,25,17,22,21,21,12,999,999,10,24,12,22,5,5,2,999,999,25,25,17,23,1,22,24,999,999,13,25,8,21,14,16,7,999,999,17,25,11,23,10,16,12,999,999,16,25,15,22,25,14,18,999,999,14,25,17,12,0,19,12,999,999,17,25,12,12,15,11,7,999,999,10,25,15,13,5,14,12,999,999,12,25,16,17,25,13,12,999,999,21,25,18,19,0,25,24,999,999,20,25,17,22,24,22,10,999,999,8,25,15,23,4,20,24,999,999,13,25,18,18,14,13,13,999,999,10,25,16,22,11,16,7,999,999,12,21,10,12,21,14,1,999,999,18,21,11,13,3,13,24,999,999,12,25,10,14,25,18,4,999,999,21,25,13,12,1,14,24,999,999,25,25,14,21,25,20,24,999,999,12,25,13,22,25,16,18,999,999,12,19,14,20,25,13,13,999,999,13,25,13,12,25,19,24,999,999,12,25,15,13,25,22,19,999,999,13,7,9,12,25,13,8,999,999,14,25,16,19,25,19,22,999,999,25,25,16,22,25,16,13,999,999,15,25,16,12,25,21,13,999,999,-1.742,-1.04,.565,-.347,-1.082,.466,.136,-3.966,-2.417,-3.606,5,4,999,6,5,7,-1.4794040970804,-.95199228345405,.773847762727685,-.153934338701127,-1.35177861964704,.327110692058601,.040103438326398,-1.30958733261039,-1.62826510191767,-1.65950683181106
20,020B,M020,79.8932092,1,106,1,5,24,16,12,20,11,999,999,999,12,12,12,12,12,11,999,999,999,24,23,17,12,16,14,999,999,999,24,23,12,19,20,10,999,999,999,12,20,14,22,18,15,999,999,999,22,23,15,12,22,14,999,999,999,12,22,12,19,13,11,999,999,999,16,12,16,12,16,16,999,999,999,25,23,19,0,19,3,999,999,999,21,23,12,19,21,10,999,999,999,18,23,10,12,11,10,999,999,999,12,21,15,13,13,11,999,999,999,12,22,8,12,15,12,999,999,999,23,22,7,6,17,11,999,999,999,13,23,6,13,11,13,999,999,999,12,23,9,12,14,14,999,999,999,6,23,8,7,17,11,999,999,999,19,13,18,20,12,16,999,999,999,21,22,12,5,12,19,999,999,999,22,22,10,19,12,13,999,999,999,3,22,8,12,15,3,999,999,999,12,21,12,12,17,9,999,999,999,25,22,12,4,17,12,999,999,999,19,20,15,24,17,14,999,999,999,21,22,15,4,6,7,999,999,999,25,23,8,25,17,16,999,999,999,7,12,14,4,5,6,999,999,999,25,22,11,7,12,12,999,999,999,7,23,10,12,12,15,999,999,999,12,21,14,12,15,12,999,999,999,13,22,14,25,10,10,999,999,999,23,21,10,12,10,1,999,999,999,17,22,9,13,15,5,999,999,999,20,22,25,25,19,21,999,999,999,25,22,4,0,12,5,999,999,999,25,22,7,7,12,16,999,999,999,-3.285,-1.454,-1.704,3.739,-.587,.04,-.629,-2.069,-2.392,-2.927,7,8,999,999,999,999,-2.70394321871339,-1.27785350723767,-2.09445557892992,1.61329812999266,-.717052475678653,.05698264493314,-.858435963792938,-.770026148877759,-1.61219016057391,-1.36960345584666
21,021B,M021,77.56297919,1,140,1,19,18,22,15,15,18,18,999,999,18,20,22,21,18,16,22,999,999,18,21,23,19,12,22,19,999,999,22,18,23,15,13,23,23,999,999,15,19,21,12,15,15,18,999,999,17,22,22,17,20,13,13,999,999,16,19,22,16,15,9,15,999,999,10,14,13,4,12,25,19,999,999,12,24,25,20,21,17,19,999,999,15,24,21,19,21,16,23,999,999,16,23,23,21,19,24,23,999,999,19,24,20,19,25,13,6,999,999,16,21,16,15,19,25,13,999,999,16,23,22,11,25,22,20,999,999,16,22,22,16,22,17,19,999,999,13,19,22,8,19,22,13,999,999,15,20,23,20,24,17,24,999,999,14,17,23,12,19,13,13,999,999,22,22,25,15,25,17,25,999,999,15,21,25,19,25,21,20,999,999,13,20,22,16,22,13,12,999,999,17,22,22,19,25,14,19,999,999,20,22,8,18,20,21,25,999,999,18,21,21,10,20,21,19,999,999,5,3,12,10,3,12,1,999,999,14,22,23,19,19,25,13,999,999,9,12,4,15,12,16,11,999,999,21,21,25,15,25,18,25,999,999,14,22,19,16,23,20,12,999,999,16,21,23,7,18,10,16,999,999,9,20,12,10,21,19,18,999,999,18,12,14,9,24,22,20,999,999,19,12,10,3,20,0,1,999,999,18,21,23,19,20,22,12,999,999,18,22,23,23,24,21,25,999,999,17,23,23,11,22,12,19,999,999,1.352,-.285,.603,-.1,.314,1.385,.209,.547,2.218,2.387,4,7,4,8,4,6,.976023020439016,-.357728457471836,.821884574972281,-.0471045737066668,.438277333847637,.909851713909066,.125846413953472,-.0259607526497397,1.35202902321547,.899242700080912
22,022B,M022,64.38389923,1,133,1,19,13,16,23,16,16,999,999,999,17,16,12,18,17,16,999,999,999,15,10,14,12,17,12,999,999,999,18,13,16,23,14,21,999,999,999,12,19,16,22,16,12,999,999,999,19,19,7,7,11,7,999,999,999,18,17,15,19,16,17,999,999,999,9,4,6,12,999,9,999,999,999,11,1,9,4,13,21,999,999,999,20,9,10,7,20,17,999,999,999,17,16,12,21,20,12,999,999,999,18,13,9,12,12,7,999,999,999,12,14,14,17,15,12,999,999,999,13,14,999,18,16,13,999,999,999,12,13,13,17,5,12,999,999,999,12,13,12,15,19,14,999,999,999,13,10,12,16,999,16,999,999,999,16,16,999,11,10,15,999,999,999,20,21,999,17,13,22,999,999,999,12,13,15,23,14,13,999,999,999,9,13,7,2,14,5,999,999,999,18,9,999,7,13,11,999,999,999,21,15,12,21,18,20,999,999,999,12,14,12,10,999,22,999,999,999,4,9,12,19,9,7,999,999,999,19,18,8,12,19,20,999,999,999,16,22,12,22,13,8,999,999,999,16,19,999,23,11,23,999,999,999,17,16,6,13,15,8,999,999,999,16,16,15,20,19,17,999,999,999,8,11,10,19,7,17,999,999,999,15,12,999,3,19,13,999,999,999,14,12,12,21,12,9,999,999,999,22,17,12,23,22,21,999,999,999,20,12,999,8,16,19,999,999,999,17,10,17,11,12,16,999,999,999,-1.113,-.68,-.794,-.833,.272,.813,-1.2,.204,-.261,.147,3,7,9,6,5,5,-.980223858903377,-.668634697555246,-.944100338335638,-.364133795329904,.384421782238198,.547144570820419,-1.52911047178005,-.123519785870768,-.241962160431791,-.0571395711418491
23,023B,M023,70.13417306,1,114,1,15,20,17,16,10,22,6,999,999,17,22,22,14,13,19,11,999,999,21,24,13,16,11,12,3,999,999,18,12,19,10,10,13,25,999,999,17,17,21,18,14,16,20,999,999,20,24,22,19,13,22,21,999,999,19,15,16,14,10,12,17,999,999,8,1,22,4,12,6,4,999,999,14,12,12,8,8,12,4,999,999,17,23,6,21,11,20,25,999,999,21,24,24,18,11,12,23,999,999,14,5,9,24,13,18,13,999,999,18,15,23,19,12,14,19,999,999,17,19,24,22,12,15,5,999,999,18,17,12,13,10,12,16,999,999,20,19,12,13,10,12,16,999,999,21,24,24,20,11,22,25,999,999,16,14,19,21,12,18,17,999,999,23,24,24,24,12,12,25,999,999,19,16,11,8,13,12,3,999,999,20,24,24,17,12,22,25,999,999,21,24,25,22,11,18,25,999,999,23,16,22,23,11,14,12,999,999,18,16,21,14,11,14,19,999,999,3,21,18,3,12,11,25,999,999,17,22,25,21,13,17,25,999,999,17,21,24,20,14,14,25,999,999,22,21,25,21,13,24,25,999,999,19,20,24,19,14,19,25,999,999,15,18,19,15,11,13,5,999,999,16,19,13,17,10,19,25,999,999,16,18,10,5,11,15,21,999,999,11,20,6,999,11,17,12,999,999,22,21,23,21,13,13,25,999,999,20,24,24,17,9,22,25,999,999,17,20,12,999,12,23,25,999,999,1.02,1.043,-.495,.222,-.947,.31,.98,3.484,-.227,.977,5,8,4,999,999,999,.712544738921095,.68754619273264,-.566126473568947,.0921633790391482,-1.17867148947384,.228190562125333,1.03143318393257,.809406246097084,-.220100240204277,.29723421685587
24,024B,M024,87.10569551,1,124,1,11,18,11,14,15,15,22,999,999,15,16,20,15,19,17,13,999,999,12,13,18,16,13,21,18,999,999,12,15,18,17,14,19,15,999,999,12,11,15,6,13,12,12,999,999,10,13,6,15,24,16,18,999,999,12,17,14,19,16,17,18,999,999,3,6,11,8,3,1,9,999,999,14,20,24,18,24,23,24,999,999,15,19,18,18,16,16,17,999,999,16,23,24,23,21,15,20,999,999,11,13,11,23,24,12,20,999,999,12,18,19,11,19,12,12,999,999,16,18,24,23,24,18,21,999,999,14,21,22,14,20,16,13,999,999,11,12,13,12,13,12,8,999,999,15,19,21,16,24,19,20,999,999,12,20,17,14,4,15,21,999,999,12,21,24,24,24,23,20,999,999,18,21,24,15,20,12,13,999,999,12,17,11,21,24,13,16,999,999,19,23,21,23,24,22,13,999,999,17,19,16,22,21,23,20,999,999,17,20,14,22,24,16,19,999,999,7,5,11,9,13,2,15,999,999,10,22,17,22,25,17,21,999,999,20,13,12,13,18,10,13,999,999,20,22,23,15,25,21,20,999,999,14,20,10,23,17,8,15,999,999,11,18,13,18,18,20,13,999,999,15,17,12,17,20,15,14,999,999,14,14,13,17,15,7,8,999,999,10,12,9,14,14,19,13,999,999,15,18,22,23,24,17,13,999,999,19,20,22,20,24,21,20,999,999,9,21,15,21,16,18,21,999,999,.91,-.266,-.437,-3.192,-.302,-2.067,-.199,-1.896,.493,-.052,7,5,3,7,5,7,.625247717936242,-.342773473771621,-.492807128564037,-1.38442292740251,-.351604089757462,-1.27907321256298,-.353374600510174,-.72081998926482,.242858070496017,-.142103888987085
